"Case","JourneyCode","HolidayType","Price","NumberOfPersons","Region","Transportation","Duration","Season","Accommodation","Hotel"
"Journey686","686.0","Bathing","3837.0","3.0","Teneriffe","Plane","14.0","July","ThreeStars","Appartm. Parque Royal, Teneriffe"
"Journey687","687.0","Bathing","3507.0","4.0","Teneriffe","Plane","14.0","August","ThreeStars","Appartm. Parque Royal, Teneriffe"
"Journey688","688.0","Bathing","2278.0","2.0","Teneriffe","Plane","14.0","June","ThreeStars","Appartm. Parque Royal, Teneriffe"
"Journey689","689.0","Bathing","3194.0","3.0","Teneriffe","Plane","14.0","August","ThreeStars","Hotel Las Pyramides, Teneriffe"
"Journey690","690.0","Bathing","2858.0","2.0","Teneriffe","Plane","14.0","July","ThreeStars","Hotel Las Pyramides, Teneriffe"
"Journey691","691.0","Bathing","2068.0","2.0","Teneriffe","Plane","7.0","May","ThreeStars","Hotel Las Pyramides, Teneriffe"
"Journey692","692.0","Active","3278.0","2.0","Teneriffe","Plane","21.0","June","ThreeStars","Hotel Internacional, Teneriffe"
"Journey693","693.0","Recreation","2178.0","2.0","Teneriffe","Plane","7.0","October","ThreeStars","Hotel Internacional, Teneriffe"
"Journey694","694.0","Bathing","4011.0","3.0","Teneriffe","Plane","14.0","August","FourStars","Hotel Sol, Teneriffe"
"Journey695","695.0","Bathing","4287.0","3.0","Teneriffe","Plane","14.0","July","FourStars","Hotel Sol, Teneriffe"
"Journey696","696.0","Bathing","2488.0","2.0","Teneriffe","Plane","7.0","June","FourStars","Hotel Sol, Teneriffe"
"Journey697","697.0","Active","5532.0","4.0","Teneriffe","Plane","14.0","August","FourStars","Hotel Florida, Teneriffe"
"Journey698","698.0","Active","4810.0","3.0","Teneriffe","Plane","21.0","May","FourStars","Hotel Florida, Teneriffe"
"Journey699","699.0","Wandering","758.0","2.0","GiantMountains","Car","7.0","May","TwoStars","Hotel Bedrichov, Giant Mountains"
"Journey700","700.0","Wandering","858.0","2.0","GiantMountains","Car","7.0","June","TwoStars","Hotel Bedrichov, Giant Mountains"
"Journey701","701.0","Wandering","1118.0","4.0","GiantMountains","Car","7.0","July","TwoStars","Hotel Energetik, Giant Mountains"
"Journey702","702.0","Wandering","1698.0","3.0","GiantMountains","Car","14.0","August","TwoStars","Hotel Energetik, Giant Mountains"
"Journey703","703.0","Wandering","1138.0","2.0","GiantMountains","Car","14.0","September","TwoStars","Hotel Karolina, Giant Mountains"
"Journey704","704.0","Recreation","798.0","2.0","GiantMountains","Car","7.0","August","TwoStars","Hotel Karolina, Giant Mountains"
"Journey705","705.0","Recreation","678.0","3.0","GiantMountains","Car","7.0","July","TwoStars","Waldhotel Trakce, Giant Mountains"
"Journey706","706.0","Recreation","938.0","2.0","GiantMountains","Car","7.0","June","ThreeStars","Hotel Arnika, Giant Mountains"
"Journey707","707.0","Recreation","1498.0","2.0","GiantMountains","Car","14.0","May","ThreeStars","Hotel Arnika, Giant Mountains"
"Journey708","708.0","Wandering","698.0","2.0","GiantMountains","Car","7.0","June","ThreeStars","Hotel Horal, Giant Mountains"
"Journey709","709.0","Wandering","1806.0","3.0","GiantMountains","Car","14.0","September","ThreeStars","Hotel Horal, Giant Mountains"
"Journey710","710.0","Wandering","807.0","3.0","GiantMountains","Coach","7.0","May","TwoStars","Hotel Bedrichov, Giant Mountains"
"Journey711","711.0","Recreation","2274.0","4.0","GiantMountains","Coach","14.0","June","TwoStars","Hotel Bedrichov, Giant Mountains"
"Journey712","712.0","Recreation","1185.0","3.0","GiantMountains","Train","7.0","August","ThreeStars","Hotel Horal, Giant Mountains"
"Journey713","713.0","Wandering","698.0","2.0","GiantMountains","Train","7.0","September","ThreeStars","Hotel Horal, Giant Mountains"
"Journey714","714.0","Bathing","2178.0","2.0","TurkishAegeanSea","Plane","14.0","June","TwoStars","Hotel Villa Soel, Turk. Aegean Sea"
"Journey715","715.0","Bathing","2483.0","3.0","TurkishAegeanSea","Plane","14.0","July","TwoStars","Hotel Villa Soel, Turk. Aegean Sea"
"Journey716","716.0","Bathing","4770.0","4.0","TurkishAegeanSea","Plane","21.0","August","ThreeStars","Hotel Alinda, Turk. Aegean Sea"
"Journey717","717.0","Active","2578.0","2.0","TurkishAegeanSea","Plane","14.0","September","ThreeStars","Hotel Alinda, Turk. Aegean Sea"
"Journey718","718.0","Active","3065.0","3.0","TurkishAegeanSea","Plane","7.0","July","ThreeStars","Hotel Turunc, Turk. Aegean Sea"
"Journey719","719.0","Bathing","2758.0","2.0","TurkishAegeanSea","Plane","14.0","August","ThreeStars","Hotel Turunc, Turk. Aegean Sea"
"Journey720","720.0","Education","2878.0","2.0","TurkishAegeanSea","Plane","14.0","May","FourStars","Hotel Marti, Turk. Aegean Sea"
"Journey721","721.0","Bathing","1958.0","2.0","TurkishAegeanSea","Plane","14.0","June","TwoStars","Hotel Talat, Turk. Aegean Sea"
"Journey722","722.0","Bathing","3171.0","3.0","TurkishAegeanSea","Plane","14.0","July","ThreeStars","Club Pigale, Turk. Aegean Sea"
"Journey723","723.0","Bathing","2412.0","3.0","TurkishAegeanSea","Plane","7.0","August","ThreeStars","Club Pigale, Turk. Aegean Sea"
"Journey724","724.0","Bathing","2878.0","2.0","TurkishAegeanSea","Plane","14.0","September","ThreeStars","Hotel Batihan, Turk. Aegean Sea"
"Journey725","725.0","Education","3278.0","2.0","TurkishAegeanSea","Plane","21.0","May","ThreeStars","Hotel Batihan, Turk. Aegean Sea"
"Journey726","726.0","Bathing","4313.0","4.0","TurkishAegeanSea","Plane","14.0","August","FourStars","Hotel Biltur, Turk. Aegean Sea"
"Journey727","727.0","Bathing","3010.0","3.0","TurkishAegeanSea","Plane","7.0","July","FourStars","Hotel Biltur, Turk. Aegean Sea"
"Journey728","728.0","Active","2918.0","2.0","TurkishAegeanSea","Plane","14.0","June","FourStars","Club Ephesus Princess, Turk. Aegean Sea"
"Journey729","729.0","Bathing","2298.0","2.0","TurkishRiviera","Plane","14.0","June","TwoStars","Hotel Alaiye, Turk. Riviera"
"Journey730","730.0","Bathing","2941.0","3.0","TurkishRiviera","Plane","14.0","July","TwoStars","Hotel Alaiye, Turk. Riviera"
"Journey731","731.0","Active","3160.0","3.0","TurkishRiviera","Plane","21.0","September","TwoStars","Hotel Alaiye, Turk. Riviera"
"Journey732","732.0","Bathing","4107.0","4.0","TurkishRiviera","Plane","14.0","August","ThreeStars","Hotel Panorama, Turk. Riviera"
"Journey733","733.0","Bathing","2838.0","2.0","TurkishRiviera","Plane","14.0","July","ThreeStars","Hotel Panorama, Turk. Riviera"
"Journey734","734.0","Bathing","2738.0","2.0","TurkishRiviera","Plane","14.0","June","ThreeStars","Hotel Panorama, Turk. Riviera"
"Journey735","735.0","Bathing","2258.0","2.0","TurkishRiviera","Plane","7.0","August","ThreeStars","Hotel Akropol, Turk. Riviera"
"Journey736","736.0","Bathing","3891.0","3.0","TurkishRiviera","Plane","21.0","June","ThreeStars","Hotel Akropol, Turk. Riviera"
"Journey737","737.0","Active","3058.0","2.0","TurkishRiviera","Plane","14.0","September","ThreeStars","Hotel Sueral Garden, Turk. Riviera"
"Journey738","738.0","Education","2698.0","2.0","TurkishRiviera","Plane","14.0","May","ThreeStars","Hotel Sueral Garden, Turk. Riviera"
"Journey739","739.0","Bathing","3258.0","2.0","TurkishRiviera","Plane","14.0","June","FourStars","Hotel Botanik, Turk. Riviera"
"Journey740","740.0","Bathing","3325.0","3.0","TurkishRiviera","Plane","7.0","July","FourStars","Hotel Botanik, Turk. Riviera"
"Journey741","741.0","Bathing","3258.0","3.0","TurkishRiviera","Plane","14.0","September","FourStars","Hotel Botanik, Turk. Riviera"
"Journey742","742.0","Active","2898.0","2.0","TurkishRiviera","Plane","14.0","May","FourStars","Hotel Sueral, Turk. Riviera"
"Journey743","743.0","Education","2498.0","2.0","TurkishRiviera","Plane","14.0","October","FourStars","Hotel Sueral, Turk. Riviera"
"Journey744","744.0","Bathing","2778.0","3.0","Tunisia","Plane","14.0","July","TwoStars","Hotel Solymar, Tunisia"
"Journey745","745.0","Bathing","1778.0","2.0","Tunisia","Plane","14.0","June","TwoStars","Hotel Solymar, Tunisia"
"Journey746","746.0","Recreation","2058.0","2.0","Tunisia","Plane","14.0","May","TwoStars","Hotel-Club Ramses, Tunisia"
"Journey747","747.0","Active","2637.0","3.0","Tunisia","Plane","14.0","September","TwoStars","Hotel-Club Ramses, Tunisia"
"Journey748","748.0","Bathing","4114.0","3.0","Tunisia","Plane","14.0","June","ThreeStars","Hotel Montazah, Tunisia"
"Journey749","749.0","Bathing","3464.0","4.0","Tunisia","Plane","7.0","July","ThreeStars","Hotel Montazah, Tunisia"
"Journey750","750.0","Bathing","3203.0","3.0","Tunisia","Plane","14.0","August","ThreeStars","Hotel-Club Nador, Tunisia"
"Journey751","751.0","Recreation","2768.0","2.0","Tunisia","Plane","21.0","June","ThreeStars","Hotel-Club Nador, Tunisia"
"Journey752","752.0","Recreation","2258.0","2.0","Tunisia","Plane","14.0","May","ThreeStars","Hotel Aqua Viva, Tunisia"
"Journey753","753.0","Active","2964.0","3.0","Tunisia","Plane","14.0","September","ThreeStars","Hotel Aqua Viva, Tunisia"
"Journey754","754.0","Bathing","2808.0","2.0","Tunisia","Plane","14.0","June","FourStars","Hotel Paradise, Tunisia"
"Journey755","755.0","Bathing","4773.0","4.0","Tunisia","Plane","14.0","July","FourStars","Hotel Paradise, Tunisia"
"Journey756","756.0","Recreation","1888.0","2.0","Tunisia","Plane","14.0","May","FourStars","Hotel Royal Golf, Tunisia"
"Journey757","757.0","Bathing","2228.0","2.0","Tunisia","Plane","7.0","June","FourStars","Hotel Royal Golf, Tunisia"
"Journey758","758.0","Active","2898.0","2.0","Tunisia","Plane","14.0","August","FourStars","Hotel Jockey Club, Tunisia"
"Journey759","759.0","Active","2879.0","3.0","Tunisia","Plane","14.0","September","FourStars","Hotel Jockey Club, Tunisia"
"Journey760","760.0","Bathing","3537.0","4.0","Balaton","Car","14.0","July","ThreeStars","Hotel Marina, Balaton"
"Journey761","761.0","Bathing","2447.0","3.0","Balaton","Car","21.0","August","ThreeStars","Hotel Marina, Balaton"
"Journey762","762.0","Bathing","2758.0","3.0","Balaton","Car","14.0","July","FourStars","Hotel Helikon, Balaton"
"Journey763","763.0","Recreation","2758.0","2.0","Balaton","Car","14.0","June","FourStars","Hotel Helikon, Balaton"
"Journey764","764.0","Bathing","879.0","9.0","Balaton","Car","7.0","June","HolidayFlat","H.Flat Balaton"
"Journey765","765.0","Bathing","759.0","5.0","Balaton","Car","7.0","July","HolidayFlat","H.Flat Balaton"
"Journey766","766.0","Bathing","798.0","2.0","Balaton","Car","14.0","August","HolidayFlat","H.Flat Balaton"
"Journey767","767.0","Recreation","658.0","3.0","Balaton","Car","14.0","May","HolidayFlat","H.Flat Balaton"
"Journey768","768.0","Recreation","279.0","2.0","Balaton","Car","7.0","June","HolidayFlat","H.Flat Balaton"
"Journey769","769.0","Active","1498.0","7.0","Balaton","Car","14.0","September","HolidayFlat","H.Flat Balaton"
"Journey770","770.0","Recreation","434.0","2.0","Belgium","Car","7.0","November","HolidayFlat","Ferienpark Atlantis, Belgium"
"Journey771","771.0","Recreation","434.0","3.0","Belgium","Car","7.0","December","HolidayFlat","Ferienpark Atlantis, Belgium"
"Journey772","772.0","Recreation","739.0","4.0","Belgium","Car","14.0","February","HolidayFlat","Ferienpark Atlantis, Belgium"
"Journey773","773.0","Active","434.0","2.0","Belgium","Car","7.0","November","HolidayFlat","Ferienpark Atlantis, Belgium"
"Journey774","774.0","Active","1068.0","4.0","Belgium","Car","14.0","March","HolidayFlat","Ferienpark Atlantis, Belgium"
"Journey775","775.0","Recreation","314.0","2.0","Belgium","Car","3.0","November","HolidayFlat","Ferienpark Atlantis, Belgium"
"Journey776","776.0","Active","394.0","6.0","Belgium","Car","4.0","January","HolidayFlat","Ferienpark Atlantis, Belgium"
"Journey777","777.0","Recreation","649.0","4.0","Belgium","Car","7.0","November","HolidayFlat","SunParks De Haan,Belgium"
"Journey778","778.0","Active","879.0","8.0","Belgium","Car","7.0","December","HolidayFlat","SunParks De Haan,Belgium"
"Journey779","779.0","Recreation","719.0","6.0","Belgium","Car","7.0","January","HolidayFlat","SunParks De Haan,Belgium"
"Journey780","780.0","Active","369.0","4.0","Belgium","Car","4.0","December","HolidayFlat","SunParks De Haan,Belgium"
"Journey781","781.0","Recreation","849.0","3.0","Belgium","Car","7.0","February","HolidayFlat","SunParks Groendyk, Belgium"
"Journey782","782.0","Active","649.0","6.0","Belgium","Car","7.0","November","HolidayFlat","SunParks Groendyk, Belgium"
"Journey783","783.0","Recreation","339.0","5.0","Belgium","Car","4.0","February","HolidayFlat","SunParks Groendyk, Belgium"
"Journey784","784.0","Recreation","1338.0","4.0","Belgium","Car","14.0","January","HolidayFlat","SunParks Rauwse Meren, Belgium"
"Journey785","785.0","Active","959.0","5.0","Belgium","Car","7.0","February","HolidayFlat","SunParks Rauwse Meren, Belgium"
"Journey786","786.0","Active","499.0","4.0","Belgium","Car","3.0","December","HolidayFlat","SunParks Rauwse Meren, Belgium"
"Journey787","787.0","Recreation","649.0","4.0","Belgium","Car","7.0","March","HolidayFlat","SunParks Vielsalm, Belgium"
"Journey788","788.0","Active","919.0","8.0","Belgium","Car","7.0","November","HolidayFlat","SunParks Vielsalm, Belgium"
"Journey789","789.0","Recreation","619.0","6.0","Belgium","Car","4.0","March","HolidayFlat","SunParks Vielsalm, Belgium"
"Journey790","790.0","Recreation","699.0","2.0","Denmark","Car","7.0","November","HolidayFlat","Ferienpark Lalandia, Denmark"
"Journey791","791.0","Recreation","699.0","3.0","Denmark","Car","7.0","December","HolidayFlat","Ferienpark Lalandia, Denmark"
"Journey792","792.0","Active","439.0","4.0","Denmark","Car","4.0","January","HolidayFlat","Ferienpark Lalandia, Denmark"
"Journey793","793.0","Recreation","639.0","4.0","Denmark","Car","7.0","February","HolidayFlat","Feriencenter Rodhus Klit, Denmark"
"Journey794","794.0","Active","639.0","5.0","Denmark","Car","7.0","March","HolidayFlat","Feriencenter Rodhus Klit, Denmark"
"Journey795","795.0","Active","1278.0","4.0","Denmark","Car","14.0","November","HolidayFlat","Feriencenter Rodhus Klit, Denmark"
"Journey796","796.0","Recreation","629.0","4.0","Denmark","Car","7.0","February","HolidayFlat","Feriencenter Vigso, Denmark"
"Journey797","797.0","Active","629.0","6.0","Denmark","Car","7.0","January","HolidayFlat","Feriencenter Vigso, Denmark"
"Journey798","798.0","Recreation","509.0","4.0","Denmark","Car","7.0","March","HolidayFlat","Feriencenter Danland, Denmark"
"Journey799","799.0","Active","889.0","8.0","Denmark","Car","7.0","February","HolidayFlat","Feriencenter Danland, Denmark"
"Journey800","800.0","Recreation","579.0","2.0","Denmark","Car","7.0","January","HolidayFlat","H.Flat Ronbjerg Strand, Denmark"
"Journey801","801.0","Recreation","719.0","4.0","Denmark","Car","7.0","February","HolidayFlat","H.Flat Ronbjerg Strand, Denmark"
"Journey802","802.0","Active","1638.0","6.0","Denmark","Car","14.0","March","HolidayFlat","H.Flat Ronbjerg Strand, Denmark"
"Journey803","803.0","Recreation","849.0","4.0","Fano","Car","7.0","January","HolidayFlat","Ferienpark Fano, Denmark"
"Journey804","804.0","Active","1089.0","6.0","Fano","Car","7.0","March","HolidayFlat","Ferienpark Fano, Denmark"
"Journey805","805.0","Recreation","499.0","3.0","Holland","Car","7.0","November","HolidayFlat","Ferienpark Port Greve, Holland"
"Journey806","806.0","Recreation","529.0","4.0","Holland","Car","7.0","December","HolidayFlat","Ferienpark Port Greve, Holland"
"Journey807","807.0","Active","609.0","6.0","Holland","Car","7.0","February","HolidayFlat","Ferienpark Port Greve, Holland"
"Journey808","808.0","Recreation","354.0","4.0","Holland","Car","3.0","January","HolidayFlat","Ferienpark Port Greve, Holland"
"Journey809","809.0","Active","339.0","2.0","Holland","Car","4.0","November","HolidayFlat","Ferienpark Port Greve, Holland"
"Journey810","810.0","Active","538.0","2.0","Poland","Car","7.0","January","ThreeStars","Hotel Maurizius, Poland"
"Journey811","811.0","Skiing","822.0","3.0","Poland","Car","7.0","February","ThreeStars","Hotel Maurizius, Poland"
"Journey812","812.0","Recreation","1076.0","4.0","Poland","Car","7.0","February","ThreeStars","Hotel Maurizius, Poland"
"Journey813","813.0","Active","1602.0","3.0","Poland","Car","14.0","January","TwoStars","Hotel Anna Maria, Poland"
"Journey814","814.0","Skiing","558.0","2.0","Poland","Car","7.0","February","TwoStars","Hotel Anna Maria, Poland"
"Journey815","815.0","Recreation","807.0","4.0","Poland","Car","7.0","March","TwoStars","Hotel Anna Maria, Poland"
"Journey816","816.0","Active","898.0","2.0","Poland","Car","14.0","January","TwoStars","Hotel Karolinka, Poland"
"Journey817","817.0","Skiing","478.0","2.0","Poland","Car","7.0","February","TwoStars","Hotel Karolinka, Poland"
"Journey818","818.0","Recreation","687.0","3.0","Poland","Car","7.0","March","TwoStars","Hotel Karolinka, Poland"
"Journey819","819.0","Active","319.0","2.0","Poland","Car","7.0","January","TwoStars","Hotel Ametyst, Poland"
"Journey820","820.0","Skiing","1962.0","4.0","Poland","Car","14.0","February","TwoStars","Hotel Ametyst, Poland"
"Journey821","821.0","Recreation","329.0","2.0","Poland","Car","7.0","February","TwoStars","Hotel Ametyst, Poland"
"Journey822","822.0","Active","987.0","3.0","Poland","Car","7.0","February","TwoStars","Hotel Piecuch, Poland"
"Journey823","823.0","Skiing","638.0","2.0","Poland","Car","7.0","March","TwoStars","Hotel Piecuch, Poland"
"Journey824","824.0","Recreation","1276.0","4.0","Poland","Car","7.0","January","TwoStars","Hotel Piecuch, Poland"
"Journey825","825.0","Active","858.0","2.0","Slowakei","Car","7.0","January","TwoStars","Hotel Banik, High Tatra"
"Journey826","826.0","Skiing","1647.0","3.0","Slowakei","Car","7.0","February","TwoStars","Hotel Banik, High Tatra"
"Journey827","827.0","Active","1028.0","2.0","Slowakei","Car","14.0","February","ThreeStars","Hotel Fis, High Tatra"
"Journey828","828.0","Skiing","1098.0","2.0","Slowakei","Car","7.0","March","ThreeStars","Hotel Fis, High Tatra"
"Journey829","829.0","Skiing","1572.0","3.0","Slowakei","Car","7.0","January","ThreeStars","Hotel Patria, High Tatra"
"Journey830","830.0","Recreation","1738.0","2.0","Slowakei","Car","7.0","February","ThreeStars","Hotel Patria, High Tatra"
"Journey831","831.0","Active","3777.0","3.0","Slowakei","Car","14.0","February","ThreeStars","Hotel Panorama, High Tatra"
"Journey832","832.0","Skiing","1048.0","2.0","Slowakei","Car","7.0","March","ThreeStars","Hotel Panorama, High Tatra"
"Journey833","833.0","Skiing","598.0","2.0","Slowakei","Car","7.0","January","ThreeStars","Hotel Hutnik, High Tatra"
"Journey834","834.0","Active","1816.0","4.0","Slowakei","Car","7.0","February","ThreeStars","Hotel Hutnik, High Tatra"
"Journey835","835.0","Active","2097.0","3.0","Slowakei","Car","7.0","February","ThreeStars","Hotel Slovakia, High Tatra"
"Journey836","836.0","Recreation","1198.0","2.0","Slowakei","Car","7.0","March","ThreeStars","Hotel Slovakia, High Tatra"
"Journey837","837.0","Skiing","1257.0","3.0","Slowakei","Car","14.0","March","TwoStars","Hotel Vesel, High Tatra"
"Journey838","838.0","Recreation","2036.0","4.0","Slowakei","Car","7.0","February","TwoStars","Hotel Vesel, High Tatra"
"Journey839","839.0","Active","2334.0","6.0","Slowakei","Car","14.0","February","TwoStars","Hotel Zornicka, High Tatra"
"Journey840","840.0","Skiing","1795.0","5.0","Slowakei","Car","7.0","January","TwoStars","Hotel Zornicka, High Tatra"
"Journey841","841.0","Active","748.0","2.0","Slowakei","Car","7.0","January","TwoStars","Hotel Sverma, High Tatra"
"Journey842","842.0","Skiing","1497.0","3.0","Slowakei","Car","7.0","February","TwoStars","Hotel Sverma, High Tatra"
"Journey843","843.0","Skiing","1272.0","3.0","Slowakei","Car","7.0","February","OneStar","Pension Bjoernson, High Tatra"
"Journey844","844.0","Skiing","888.0","2.0","Slowakei","Car","7.0","March","OneStar","Pension Bjoernson, High Tatra"
"Journey845","845.0","Skiing","1152.0","4.0","Czechia","Car","7.0","January","ThreeStars","Hotel Horal, Giant Mountains"
"Journey846","846.0","Skiing","1414.0","3.0","Czechia","Car","7.0","February","ThreeStars","Hotel Horal, Giant Mountains"
"Journey847","847.0","Active","798.0","2.0","Czechia","Car","14.0","March","ThreeStars","Hotel Horal, Giant Mountains"
"Journey848","848.0","Skiing","698.0","2.0","Czechia","Car","7.0","January","ThreeStars","Hotel Montana, Giant Mountains"
"Journey849","849.0","Active","1372.0","3.0","Czechia","Car","7.0","February","ThreeStars","Hotel Montana, Giant Mountains"
"Journey850","850.0","Skiing","1737.0","3.0","Czechia","Car","7.0","February","ThreeStars","Hotel Arnika, Giant Mountains"
"Journey851","851.0","Skiing","998.0","2.0","Czechia","Car","7.0","March","ThreeStars","Hotel Arnika, Giant Mountains"
"Journey852","852.0","Recreation","1737.0","3.0","Czechia","Car","14.0","January","ThreeStars","Hotel Arnika, Giant Mountains"
"Journey853","853.0","Skiing","1596.0","4.0","Czechia","Car","7.0","February","TwoStars","Hotel Energetik, Giant Mountains"
"Journey854","854.0","Active","638.0","2.0","Czechia","Car","7.0","March","TwoStars","Hotel Energetik, Giant Mountains"
"Journey855","855.0","Skiing","897.0","3.0","Czechia","Car","14.0","February","OneStar","Hotel Central, Giant Mountains"
"Journey856","856.0","Active","458.0","2.0","Czechia","Car","7.0","January","OneStar","Hotel Central, Giant Mountains"
"Journey857","857.0","Skiing","698.0","2.0","Czechia","Car","7.0","March","TwoStars","Berghotel Cubat, Giant Mountains"
"Journey858","858.0","Skiing","1047.0","3.0","Czechia","Car","7.0","February","TwoStars","Berghotel Cubat, Giant Mountains"
"Journey859","859.0","Active","488.0","2.0","Czechia","Car","7.0","January","OneStar","Pension Trakce, Giant Mountains"
"Journey860","860.0","Recreation","1096.0","4.0","Czechia","Car","7.0","February","OneStar","Pension Trakce, Giant Mountains"
"Journey861","861.0","Skiing","458.0","2.0","Czechia","Car","7.0","March","OneStar","Pension Protez, Giant Mountains"
"Journey862","862.0","Recreation","1180.0","3.0","Czechia","Car","14.0","February","OneStar","Pension Protez, Giant Mountains"
"Journey863","863.0","Active","892.0","4.0","Czechia","Car","7.0","January","OneStar","Hotel Sirena, Giant Mountains"
"Journey864","864.0","Skiing","718.0","2.0","Czechia","Car","7.0","February","OneStar","Hotel Sirena, Giant Mountains"
"Journey865","865.0","Skiing","974.0","5.0","Czechia","Car","7.0","March","HolidayFlat","H.Flat Giant Mountains"
"Journey866","866.0","Skiing","974.0","3.0","Czechia","Car","7.0","February","HolidayFlat","H.Flat Giant Mountains"
"Journey867","867.0","Skiing","1108.0","4.0","Czechia","Car","14.0","January","HolidayFlat","H.Flat Adlergebirge"
"Journey868","868.0","Active","579.0","6.0","Czechia","Car","7.0","March","HolidayFlat","H.Flat Bohemian Forest"
"Journey869","869.0","Active","664.0","4.0","Czechia","Car","7.0","February","HolidayFlat","H.Flat Bohemian Forest"
"Journey870","870.0","Active","4332.0","4.0","Allgaeu","Car","7.0","December","FiveStars","Hofgut Kuernach, Allgaeu"
"Journey871","871.0","Skiing","1868.0","2.0","Allgaeu","Car","7.0","January","FiveStars","Hofgut Kuernach, Allgaeu"
"Journey872","872.0","Recreation","2428.0","3.0","Allgaeu","Car","7.0","February","FiveStars","Hofgut Kuernach, Allgaeu"
"Journey873","873.0","Active","1822.0","3.0","Allgaeu","Car","14.0","March","ThreeStars","Hotel Alpenblick, Allgaeu"
"Journey874","874.0","Skiing","1458.0","2.0","Allgaeu","Car","7.0","February","ThreeStars","Hotel Alpenblick, Allgaeu"
"Journey875","875.0","Skiing","1822.0","3.0","Allgaeu","Car","7.0","January","ThreeStars","Hotel Alpenblick, Allgaeu"
"Journey876","876.0","Active","2248.0","2.0","Allgaeu","Car","7.0","December","FiveStars","Alpenhotel, Allgaeu"
"Journey877","877.0","Skiing","2447.0","3.0","Allgaeu","Car","7.0","January","FiveStars","Alpenhotel, Allgaeu"
"Journey878","878.0","Recreation","2937.0","4.0","Allgaeu","Car","7.0","February","FiveStars","Alpenhotel, Allgaeu"
"Journey879","879.0","Active","1058.0","3.0","Allgaeu","Car","14.0","March","TwoStars","Gaestehaus Meier, Allgaeu"
"Journey880","880.0","Skiing","1587.0","4.0","Allgaeu","Car","7.0","February","TwoStars","Gaestehaus Meier, Allgaeu"
"Journey881","881.0","Recreation","688.0","2.0","Allgaeu","Car","7.0","January","TwoStars","Gaestehaus Meier, Allgaeu"
"Journey882","882.0","Skiing","530.0","4.0","Allgaeu","Car","7.0","December","HolidayFlat","H.Flat Nadenberg, Allgaeu"
"Journey883","883.0","Active","645.0","8.0","Allgaeu","Car","7.0","January","HolidayFlat","H.Flat Nadenberg, Allgaeu"
"Journey884","884.0","Skiing","745.0","6.0","Allgaeu","Car","7.0","February","HolidayFlat","H.Flat Nadenberg, Allgaeu"
"Journey885","885.0","Skiing","1188.0","2.0","Allgaeu","Car","14.0","March","HolidayFlat","H.Flat Oberallgaeu"
"Journey886","886.0","Recreation","879.0","4.0","Allgaeu","Car","7.0","February","HolidayFlat","H.Flat Oberallgaeu"
"Journey887","887.0","Active","624.0","3.0","Allgaeu","Car","7.0","January","HolidayFlat","H.Flat Oberallgaeu"
"Journey888","888.0","Skiing","459.0","3.0","Allgaeu","Car","8.0","December","HolidayFlat","H.Flat Alpina, Allgaeu"
"Journey889","889.0","Skiing","424.0","4.0","Allgaeu","Car","7.0","January","HolidayFlat","H.Flat Alpina, Allgaeu"
"Journey890","890.0","Recreation","1568.0","4.0","Allgaeu","Car","14.0","February","HolidayFlat","H.Flat Alpina, Allgaeu"
"Journey891","891.0","Skiing","854.0","4.0","Allgaeu","Car","7.0","March","HolidayFlat","H.Flat Reichenbach, Allgaeu"
"Journey892","892.0","Active","984.0","6.0","Allgaeu","Car","7.0","February","HolidayFlat","H.Flat Reichenbach, Allgaeu"
"Journey893","893.0","Recreation","439.0","2.0","Allgaeu","Car","7.0","January","HolidayFlat","H.Flat Sonnenhalde, Allgaeu"
"Journey894","894.0","Recreation","799.0","3.0","Allgaeu","Car","10.0","December","HolidayFlat","H.Flat Sonnenhalde, Allgaeu"
"Journey895","895.0","Active","998.0","3.0","Bavaria","Car","7.0","December","ThreeStars","Sporthotel Rosenberger, Bavaria"
"Journey896","896.0","Skiing","798.0","2.0","Bavaria","Car","7.0","January","ThreeStars","Sporthotel Rosenberger, Bavaria"
"Journey897","897.0","Skiing","998.0","3.0","Bavaria","Car","7.0","February","ThreeStars","Sporthotel Rosenberger, Bavaria"
"Journey898","898.0","Active","1348.0","2.0","Bavaria","Car","7.0","December","FourStars","H.Flat Eichenbuehl, Allgaeu"
"Journey899","899.0","Skiing","1147.0","3.0","Bavaria","Car","7.0","January","FourStars","H.Flat Eichenbuehl, Allgaeu"
"Journey900","900.0","Recreation","3188.0","2.0","Bavaria","Car","14.0","February","ThreeStars","Hotel Bavaria, Bavaria"
"Journey901","901.0","Active","3448.0","2.0","Bavaria","Car","10.0","December","ThreeStars","Hotel Bavaria, Bavaria"
"Journey902","902.0","Active","1658.0","2.0","Bavaria","Car","7.0","January","FourStars","Residenz Ludwig, Bavaria"
"Journey903","903.0","Skiing","2072.0","3.0","Bavaria","Car","7.0","February","FourStars","Residenz Ludwig, Bavaria"
"Journey904","904.0","Active","2985.0","3.0","Bavaria","Car","14.0","February","FourStars","Hotel Seidlpark, Bavaria"
"Journey905","905.0","Skiing","1658.0","2.0","Bavaria","Car","7.0","March","FourStars","Hotel Seidlpark, Bavaria"
"Journey906","906.0","Active","745.0","3.0","Bavaria","Car","7.0","January","TwoStars","Pension Laerchenhof, Bavaria"
